CONTROL,REGION,SHIPMONTH,SECTIONS,WEIGHT,WGTADJ,STATUS,PRICE,SQFT,BEDROOMS,TITLED,LOCATION,FOUNDATION,SECURED,JSTATUS,JPRICE,JSQFT,JBEDROOM,JTITLED,JLOCATION,JFOUNDATION,JSECURED
1408048,3,201408,1,41.378571429,0.955345031,2,48100,1152,3,2,3,3,1,I,I,I,I,I,I,I,I
1408049,4,201408,2,7.210526316,1.030744761,2,43200,1144,3,3,3,1,9,R,R,R,R,R,R,R,R
1408050,3,201408,2,20.689285714,1.030744761,1,96400,2128,3,9,9,9,9,R,R,R,R,9,9,9,9
1408051,4,201408,2,7.210526316,1.030744761,2,81500,1512,3,2,1,2,1,I,I,I,I,I,I,I,I
1408052,3,201408,2,20.689285714,1.030744761,1,81500,1512,3,9,9,9,9,I,I,I,I,9,9,9,9
1408053,3,201408,2,20.689285714,1.030744761,2,69500,1904,3,1,3,1,9,R,R,R,R,R,R,R,R
1408054,3,201408,2,20.689285714,1.030744761,2,104400,2016,3,2,3,3,1,I,I,I,I,I,I,I,I
1408055,2,201408,1,11.127272727,0.955345031,2,51000,1216,3,2,3,2,1,I,I,I,I,I,I,I,I
1408056,3,201408,2,20.689285714,1.030744761,2,57300,1680,3,2,3,3,1,R,R,R,R,R,R,R,R
1408057,4,201408,2,7.210526316,1.030744761,2,60100,1568,3,2,1,3,1,R,R,R,R,R,R,R,R
1408058,1,201408,2,6.025,1.030744761,2,51800,1344,3,2,3,1,9,R,R,R,R,R,R,R,R
1408059,4,201408,1,14.421052632,0.955345031,2,45200,1088,3,2,1,3,1,I,I,I,I,I,I,I,I
1408060,4,201408,1,11.127272727,0.955345031,3,9,9,9,9,9,9,9,I,9,9,9,9,9,9,9
1408061,2,201408,2,5.563636364,1.030744761,2,94200,1792,3,2,3,1,9,R,I,R,R,R,R,R,R
1408062,4,201408,2,7.210526316,1.030744761,3,9,9,9,9,9,9,9,I,9,9,9,9,9,9,9
1408063,2,201408,1,11.127272727,0.955345031,2,32000,700,1,2,1,3,1,R,R,R,R,R,R,R,R
1408064,1,201408,2,6.025,1.030744761,2,41500,1248,3,2,1,3,1,R,R,R,R,R,R,R,R
1408065,2,201408,1,11.127272727,0.955345031,2,67100,1300,1,1,3,1,9,R,R,R,R,R,R,R,R
1408066,4,201408,2,7.210526316,1.030744761,2,105900,2500,3,1,3,1,9,R,R,R,R,R,R,R,R
1408067,3,201408,2,20.689285714,1.030744761,2,99500,1908,3,2,3,3,1,I,I,I,I,I,I,I,I
1408068,4,201408,2,7.210526316,1.030744761,2,104000,1120,1,2,1,2,1,R,R,R,R,R,R,R,R
1408069,2,201408,2,5.563636364,1.030744761,1,89900,1456,3,9,9,9,9,R,R,R,R,9,9,9,9
1408070,1,201408,2,6.025,1.030744761,2,67600,1000,1,3,1,1,9,R,R,R,R,R,R,R,R
1408071,1,201408,2,6.025,1.030744761,2,58500,1144,3,2,3,2,1,R,R,R,R,R,R,R,R
1408072,3,201408,2,20.689285714,1.030744761,2,99300,1904,3,2,3,3,1,R,I,R,R,R,R,R,R
1408073,2,201408,1,11.127272727,0.955345031,2,67100,1216,3,2,1,2,1,R,R,R,R,R,R,R,R
1408074,2,201408,2,5.563636364,1.030744761,2,143000,2400,3,2,1,2,1,I,I,I,I,I,I,I,I
1408075,3,201408,2,20.689285714,1.030744761,2,63600,1440,3,2,3,1,9,R,R,R,R,R,R,R,R
1408076,3,201408,1,41.378571429,0.955345031,1,51000,1152,3,9,9,9,9,R,R,R,R,9,9,9,9
1408077,2,201408,2,5.563636364,1.030744761,2,73900,1344,3,2,3,3,1,I,I,I,I,I,I,I,I
1408078,4,201408,2,7.210526316,1.030744761,2,80000,2040,3,2,3,1,9,R,R,R,R,R,R,R,R
1408079,2,201408,2,5.563636364,1.030744761,2,84100,1568,3,2,1,3,1,I,I,I,I,I,I,I,I
1408080,3,201408,2,20.689285714,1.030744761,2,131700,1680,3,2,3,1,9,R,R,R,R,R,R,R,R
1408081,3,201408,2,20.689285714,1.030744761,2,89100,1680,3,2,3,3,1,I,I,I,I,I,I,I,I
1408082,3,201408,1,41.378571429,0.955345031,1,51900,1216,3,9,9,9,9,R,R,R,R,9,9,9,9
1408083,3,201408,2,20.689285714,1.030744761,1,109500,2128,3,9,9,9,9,I,I,I,I,9,9,9,9
1408084,1,201408,2,6.025,1.030744761,2,64100,1128,1,2,3,3,1,R,I,R,R,R,R,R,R
1408085,3,201408,1,41.378571429,0.955345031,2,29200,700,1,1,3,3,1,R,R,R,R,R,R,R,R
1408086,5,201408,3,2.884210526,1.030744761,2,259200,3700,3,2,3,1,9,R,R,R,R,R,R,R,R
1408087,2,201408,2,5.563636364,1.030744761,2,39500,1100,1,2,1,1,9,R,R,R,R,R,R,R,R
1408088,3,201408,2,20.689285714,1.030744761,1,105800,2048,3,9,9,9,9,I,I,I,I,9,9,9,9
1408089,4,201408,1,14.421052632,0.955345031,2,37000,1152,3,2,3,3,1,R,R,R,R,R,R,R,R
1408090,2,201408,1,11.127272727,0.955345031,2,37400,1120,3,2,1,1,9,R,R,R,R,R,R,R,R
1408091,5,201408,3,4.807017544,1.030744761,2,192500,1848,3,1,1,3,1,R,R,R,R,R,R,R,R
1408092,4,201408,2,7.210526316,1.030744761,1,84000,1566,3,9,9,9,9,I,I,I,I,9,9,9,9
1408093,4,201408,2,7.210526316,1.030744761,2,43200,1152,3,3,1,3,1,R,R,R,R,R,R,R,R
1408094,1,201408,1,12.05,0.955345031,2,37700,924,3,2,1,1,9,R,I,I,I,I,R,I,R
1408095,3,201408,2,20.689285714,1.030744761,1,94200,1792,3,9,9,9,9,I,I,I,I,9,9,9,9
1408096,3,201408,1,41.378571429,0.955345031,2,32000,960,1,2,3,3,1,R,R,R,R,R,R,R,R
1408097,4,201408,1,14.421052632,0.955345031,3,9,9,9,9,9,9,9,I,9,9,9,9,9,9,9
1408098,5,201408,3,4.807017544,1.030744761,2,129400,2560,3,1,3,3,1,R,R,R,R,R,R,R,R
1408099,2,201408,1,14.421052632,0.955345031,2,54900,1216,3,2,1,3,1,R,R,R,R,R,R,R,R
1408100,4,201408,2,7.210526316,1.030744761,2,185900,1768,3,1,3,1,9,R,R,R,R,R,R,R,R
1408101,3,201408,1,41.378571429,0.955345031,2,39400,960,1,3,3,3,1,I,I,I,I,I,I,I,I
1408102,3,201408,2,20.689285714,1.030744761,2,58300,1344,3,2,3,3,1,R,R,R,R,R,R,R,R
1408103,3,201408,1,41.378571429,0.955345031,1,36900,1216,1,9,9,9,9,R,R,R,R,9,9,9,9
1408104,4,201408,2,7.210526316,1.030744761,2,64800,1144,3,2,3,1,9,I,I,I,I,I,I,I,R
1408105,3,201408,2,20.689285714,1.030744761,1,70000,1456,3,9,9,9,9,R,R,R,R,9,9,9,9
1408106,4,201408,1,14.421052632,0.955345031,2,39400,960,3,3,3,2,1,I,I,I,I,I,I,I,I
1408107,2,201408,2,5.563636364,1.030744761,2,101900,1960,3,3,1,1,9,I,I,I,I,I,I,I,R
1408108,2,201408,2,5.563636364,1.030744761,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1408109,3,201408,2,20.689285714,1.030744761,2,131700,2500,3,2,3,3,1,I,I,I,I,I,I,I,I
1408110,3,201408,2,20.689285714,1.030744761,1,74000,1232,3,9,9,9,9,R,R,R,R,9,9,9,9
1408111,4,201408,2,7.210526316,1.030744761,2,90700,1512,3,1,3,1,9,R,R,R,R,R,R,R,R
1408112,3,201408,1,41.378571429,0.955345031,2,40000,1216,3,2,3,3,1,R,R,R,R,R,R,R,R
1408113,3,201408,2,20.689285714,1.030744761,2,117300,2112,1,1,3,1,9,R,R,R,R,R,R,R,R
1408114,2,201408,1,11.127272727,0.955345031,2,41000,1216,3,2,1,1,9,R,R,R,R,R,R,R,R
1408115,3,201408,1,41.378571429,0.955345031,1,24500,700,1,9,9,9,9,R,R,R,R,9,9,9,9
1408116,2,201408,1,11.127272727,0.955345031,2,41400,1005,3,3,3,2,1,I,I,I,I,I,I,I,I
1408117,3,201408,1,41.378571429,0.955345031,2,43600,1088,3,2,3,3,1,R,R,R,R,R,R,R,R
1408118,2,201408,1,11.127272727,0.955345031,2,48500,1216,3,2,1,1,9,R,R,R,R,R,R,R,R
1408119,4,201408,2,7.2106,1.030744761,2,55400,1344,3,2,3,1,9,R,R,R,R,R,R,R,R
1408120,2,201408,2,5.563636364,1.030744761,2,79000,1456,3,2,1,1,9,R,I,I,I,I,R,I,R
1408121,3,201408,1,41.378571429,0.955345031,2,47500,1152,3,2,3,2,1,R,R,R,R,R,R,R,R
1408122,2,201408,1,11.127272727,0.955345031,2,51000,1216,3,2,1,2,1,I,I,I,I,I,I,I,I
1408123,3,201408,2,20.689285714,1.030744761,2,131700,2500,3,2,3,3,1,I,I,I,I,I,I,I,I
1408124,3,201408,2,20.689285714,1.030744761,2,91900,1740,3,2,3,3,1,I,I,I,I,I,I,I,I
1408125,3,201408,1,41.378571429,0.955345031,2,45200,1088,1,2,3,3,1,I,I,I,I,I,I,I,I
1408126,1,201408,2,6.025,1.030744761,1,83900,1792,3,9,9,9,9,R,R,R,R,9,9,9,9
1408127,3,201408,2,20.689285714,1.030744761,1,100000,1920,3,9,9,9,9,R,I,R,R,9,9,9,9
1408128,3,201408,2,20.689285714,1.030744761,2,100300,2128,3,2,3,3,1,R,R,R,R,R,R,R,R
1408129,3,201408,2,20.689285714,1.030744761,2,117500,2304,3,2,3,3,1,I,I,I,I,I,I,I,I
1408130,2,201408,1,11.127272727,0.955345031,2,43700,1056,3,1,1,1,9,I,I,I,I,I,I,I,R
1408131,2,201408,1,11.127272727,0.955345031,1,42000,1056,3,9,9,9,9,R,R,R,R,9,9,9,9
1408132,4,201408,2,7.210526316,1.030744761,2,100000,1980,3,2,3,1,9,R,R,R,R,R,R,R,R
1408133,2,201408,2,5.563636364,1.030744761,2,66000,1456,3,1,1,2,1,R,R,R,R,R,R,R,R
1408134,2,201408,2,5.563636364,1.030744761,2,79000,1456,3,2,1,3,1,I,I,I,I,I,I,I,I
1408135,3,201408,2,20.689285714,1.030744761,1,79000,1456,3,9,9,9,9,I,I,I,I,9,9,9,9
1408136,2,201408,1,11.127272727,0.955345031,2,31400,700,1,2,1,2,1,I,I,I,I,I,I,I,I
1408137,4,201408,2,7.210526316,1.030744761,1,71700,1296,3,9,9,9,9,R,I,I,I,9,9,9,9
1408138,3,201408,1,41.378571429,0.955345031,2,51000,1216,3,2,3,3,1,I,I,I,I,I,I,I,I
1408139,2,201408,2,5.563636364,1.030744761,2,69000,1456,3,2,3,1,9,R,R,R,R,R,R,R,R
1408140,2,201408,2,5.563636364,1.030744761,2,79000,1456,3,2,1,2,1,I,I,I,I,I,I,I,I
1408141,3,201408,2,20.689285714,1.030744761,2,131700,2040,3,2,1,3,1,R,R,R,R,R,R,R,R
1408142,1,201408,2,6.025,1.030744761,2,64800,1144,3,2,3,3,1,R,I,I,I,R,R,R,R
1408143,4,201408,2,7.210526316,1.030744761,1,109900,1276,3,9,9,9,9,R,R,R,R,9,9,9,9
1408144,2,201408,1,11.127272727,0.955345031,2,67100,1300,3,2,1,1,9,R,R,R,R,R,R,R,R
1408145,3,201408,1,41.378571429,0.955345031,1,46500,1080,3,9,9,9,9,R,R,R,R,9,9,9,9
1408146,4,201408,1,14.421052632,0.955345031,2,45200,1088,3,2,1,2,1,I,I,I,I,I,I,I,I
1408147,4,201408,1,11.127272727,0.955345031,2,45200,1088,3,2,3,3,1,I,I,I,I,I,I,I,I
1408148,3,201408,2,20.689285714,1.030744761,2,79000,1456,3,2,3,2,1,I,I,I,I,I,I,I,I
1408149,4,201408,2,7.210526316,1.030744761,2,43200,1248,3,2,3,1,9,R,R,R,R,R,R,R,R
1408150,3,201408,2,20.689285714,1.030744761,2,82500,2016,3,2,3,3,1,R,R,I,I,I,I,I,I
1408151,3,201408,2,20.689285714,1.030744761,2,73900,2500,3,1,3,3,1,R,R,R,R,R,R,R,R
1408152,2,201408,1,11.127272727,0.955345031,2,45000,980,3,2,1,3,1,R,R,R,R,R,R,R,R
1408153,4,201408,2,7.210526316,1.030744761,2,84000,1566,3,2,1,3,1,I,I,I,I,I,I,I,I
1408154,2,201408,1,14.421052632,0.955345031,1,53900,1300,3,9,9,9,9,I,I,I,I,9,9,9,9
1408155,3,201408,2,20.689285714,1.030744761,2,69000,1456,3,2,1,3,1,R,R,R,R,R,R,R,R
1408156,3,201408,2,20.689285714,1.030744761,1,131700,2500,3,9,9,9,9,I,I,I,I,9,9,9,9
1408157,2,201408,2,5.563636364,1.030744761,2,89100,1680,3,2,3,3,1,I,I,I,I,I,I,I,I
1408158,3,201408,2,20.689285714,1.030744761,1,78000,1920,3,9,9,9,9,R,R,R,R,9,9,9,9
1408159,2,201408,2,5.563636364,1.030744761,1,55000,1344,3,9,9,9,9,R,R,R,R,9,9,9,9
1408160,4,201408,2,7.210526316,1.030744761,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1408161,3,201408,1,41.378571429,0.955345031,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1408162,2,201408,1,11.127272727,0.955345031,1,43700,1056,3,9,9,9,9,I,I,I,I,9,9,9,9
1408163,2,201408,2,5.563636364,1.030744761,2,143000,1960,3,2,3,1,9,R,R,R,R,R,R,R,R
1408164,1,201408,1,12.05,0.955345031,1,50000,924,3,9,9,9,9,R,R,R,R,9,9,9,9
1408165,5,201408,3,4.807017544,1.030744761,2,123300,2432,3,1,3,1,9,I,I,I,I,I,I,I,R
1408166,2,201408,1,11.127272727,0.955345031,1,40300,980,3,9,9,9,9,I,I,I,I,9,9,9,9
1408167,1,201408,2,6.025,1.030744761,2,65000,1400,3,2,3,3,1,R,R,R,R,R,R,R,R
1408168,2,201408,1,11.127272727,0.955345031,1,37700,924,1,9,9,9,9,I,I,I,I,9,9,9,9
1408169,3,201408,2,20.689285714,1.030744761,2,84800,1856,3,2,3,1,9,R,R,R,R,I,R,R,R
1408170,1,201408,1,12.05,0.955345031,2,48500,832,1,1,3,3,1,R,R,R,R,R,R,R,R
1408171,4,201408,1,11.127272727,0.955345031,2,48100,1152,3,2,3,1,9,I,I,I,I,I,I,I,R
1408172,1,201408,1,12.05,0.955345031,2,61000,1300,3,2,3,3,1,R,R,R,R,R,R,R,R
1408173,2,201408,2,5.563636364,1.030744761,2,39500,1568,3,2,1,3,1,R,R,R,R,R,R,R,R
1408174,2,201408,2,5.563636364,1.030744761,2,84100,1568,3,2,1,2,1,R,I,I,I,I,I,I,R
1408175,3,201408,2,20.689285714,1.030744761,1,131700,2304,3,9,9,9,9,R,R,R,R,9,9,9,9
1408176,2,201408,2,5.563636364,1.030744761,1,100000,1920,3,9,9,9,9,R,I,I,I,9,9,9,9
1408177,2,201408,2,5.563636364,1.030744761,2,107500,2048,3,3,3,1,9,R,R,R,R,R,R,R,R
1408178,4,201408,2,7.210526316,1.030744761,2,81500,1512,3,2,3,2,1,I,I,I,I,I,I,I,I
1408179,3,201408,2,20.689285714,1.030744761,2,117500,2304,3,2,3,3,1,I,I,I,I,I,I,I,I
1408180,2,201408,1,11.127272727,0.955345031,2,50000,1140,3,2,1,1,9,R,R,R,R,R,R,R,R
1408181,3,201408,2,20.689285714,1.030744761,2,85000,2016,3,2,3,3,1,R,R,R,R,R,R,R,R
1408182,1,201408,2,6.025,1.030744761,1,78200,1440,1,9,9,9,9,I,I,I,I,9,9,9,9
1408183,1,201408,2,6.025,1.030744761,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1408184,3,201408,1,41.378571429,0.955345031,1,30000,1216,3,9,9,9,9,R,R,R,R,9,9,9,9
1408185,1,201408,2,6.025,1.030744761,2,63100,1344,3,2,3,1,9,R,R,I,I,R,R,R,R
1408186,4,201408,2,7.210526316,1.030744761,1,83200,1550,3,9,9,9,9,I,I,I,I,9,9,9,9
1408187,3,201408,2,20.689285714,1.030744761,1,69900,1680,3,9,9,9,9,R,R,R,R,9,9,9,9
1408188,3,201408,2,20.689285714,1.030744761,2,68800,1232,3,2,3,3,1,I,I,I,I,I,I,I,I
1408189,2,201408,2,5.563636364,1.030744761,2,55700,1568,3,2,3,1,9,R,R,R,R,R,R,R,R
1408190,3,201408,2,20.689285714,1.030744761,1,75000,1680,3,9,9,9,9,R,R,R,R,9,9,9,9
1408191,3,201408,1,41.378571429,0.955345031,1,48000,1216,3,9,9,9,9,R,R,R,R,9,9,9,9
1408192,4,201408,2,7.210526316,1.030744761,2,105900,2500,3,1,1,1,9,R,R,R,R,R,R,R,R
1408193,3,201408,2,20.689285714,1.030744761,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1408194,1,201408,2,6.025,1.030744761,2,89800,2000,3,2,3,1,9,R,R,R,R,R,R,R,R
1408195,4,201408,2,7.210526316,1.030744761,2,139400,1404,3,2,1,2,1,R,R,R,R,R,R,R,R
1408196,1,201408,1,12.05,0.955345031,2,42400,784,1,2,3,1,9,R,R,R,R,R,R,R,R
1408197,4,201408,2,7.210526316,1.030744761,1,111200,2500,3,9,9,9,9,R,R,R,R,9,9,9,9
1408198,3,201408,1,41.378571429,0.955345031,1,24500,960,1,9,9,9,9,R,R,R,R,9,9,9,9
1408199,3,201408,2,20.689285714,1.030744761,2,89700,2176,3,2,3,1,9,R,R,R,R,R,R,R,R
1408200,3,201408,2,20.689285714,1.030744761,2,65300,2048,3,3,3,3,1,R,R,R,R,R,R,R,R
1408201,2,201408,1,11.127272727,0.955345031,1,43700,1056,3,9,9,9,9,I,I,I,I,9,9,9,9
1408202,2,201408,2,5.563636364,1.030744761,2,92300,2128,3,2,3,1,9,R,R,R,R,R,R,R,R
1408203,4,201408,2,7.210526316,1.030744761,2,89000,900,1,2,3,1,9,R,R,R,R,R,R,R,R
1408204,4,201408,2,7.210526316,1.030744761,1,83000,1456,3,9,9,9,9,R,R,R,R,9,9,9,9
1408205,3,201408,2,20.689285714,1.030744761,1,78300,1792,3,9,9,9,9,R,R,R,R,9,9,9,9
1408206,2,201408,1,11.127272727,0.955345031,2,39900,1056,3,2,1,3,1,R,R,R,R,R,R,R,R
1408207,3,201408,1,41.378571429,0.955345031,2,51000,1216,3,2,3,3,1,I,I,I,I,I,I,I,I
1408208,1,201408,1,12.05,0.955345031,2,28000,924,3,2,1,1,9,R,R,R,R,R,R,R,R
1408209,4,201408,2,7.210526316,1.030744761,2,65200,1152,3,1,1,2,1,I,I,I,I,I,I,I,I
1408210,4,201408,2,7.210526316,1.030744761,2,88300,1512,3,2,3,2,1,R,R,R,R,R,R,R,R
1408211,3,201408,2,20.689285714,1.030744761,1,91900,1740,3,9,9,9,9,I,I,I,I,9,9,9,9
1408212,2,201408,1,14.421052632,0.955345031,2,47900,924,1,2,1,3,1,R,R,R,R,R,R,R,R
1408213,3,201408,2,20.689285714,1.030744761,2,54600,2016,3,1,3,3,1,R,R,R,R,R,R,R,R
1408214,3,201408,2,20.689285714,1.030744761,2,82700,2500,3,2,3,3,1,R,R,R,R,R,R,R,R
1408215,2,201408,2,5.563636364,1.030744761,2,39500,1344,3,2,1,3,1,R,R,R,R,R,R,R,R
1408216,3,201408,2,20.689285714,1.030744761,2,52900,1456,3,2,1,3,1,R,R,R,R,R,R,R,R
1408217,2,201408,2,5.563636364,1.030744761,1,87500,1400,3,9,9,9,9,R,R,R,R,9,9,9,9
1408218,1,201408,1,12.05,0.955345031,1,40300,980,3,9,9,9,9,I,I,I,I,9,9,9,9
1408219,2,201408,2,5.563636364,1.030744761,1,84100,1568,3,9,9,9,9,I,I,I,I,9,9,9,9
1408220,2,201408,2,5.563636364,1.030744761,1,84100,1568,3,9,9,9,9,I,I,I,I,9,9,9,9
1408221,4,201408,1,14.421052632,0.955345031,2,45200,1088,3,2,1,3,1,I,I,I,I,I,I,I,I
1408222,2,201408,1,11.127272727,0.955345031,2,33700,700,1,2,1,3,1,R,R,R,R,R,R,R,R
1408223,2,201408,2,5.563636364,1.030744761,1,74400,1568,3,9,9,9,9,R,R,R,R,9,9,9,9
1408224,2,201408,1,11.127272727,0.955345031,1,53900,1300,3,9,9,9,9,I,I,I,I,9,9,9,9
1408225,3,201408,2,20.689285714,1.030744761,2,114600,2240,3,2,3,3,1,R,I,I,I,I,I,I,I
1408226,2,201408,1,11.127272727,0.955345031,2,41400,1005,3,2,1,2,1,I,I,I,I,I,I,I,I
1408227,2,201408,2,5.563636364,1.030744761,2,115200,1568,3,2,3,3,1,R,R,R,R,R,R,R,R
1408228,1,201408,2,6.025,1.030744761,1,88900,2000,3,9,9,9,9,R,R,R,R,9,9,9,9
1408229,1,201408,2,6.025,1.030744761,2,61900,1456,3,2,1,2,1,R,R,R,R,R,R,R,R
1408230,5,201408,3,4.807017544,1.030744761,2,105500,2040,3,1,3,1,9,I,I,I,I,I,I,I,R
1408231,5,201408,3,13.792857143,1.030744761,2,180000,2772,3,2,3,1,9,R,R,R,R,R,R,R,R
1408232,3,201408,2,20.689285714,1.030744761,1,99300,1904,3,9,9,9,9,I,I,I,I,9,9,9,9
1408233,4,201408,2,7.210526316,1.030744761,2,67000,1296,3,2,3,1,9,R,R,R,R,R,R,R,R
1408234,4,201408,1,14.421052632,0.955345031,2,45200,1088,3,3,3,2,1,I,I,I,I,I,I,I,I
1408235,4,201408,1,14.421052632,0.955345031,1,49000,728,1,9,9,9,9,R,R,R,R,9,9,9,9
1408236,2,201408,1,11.127272727,0.955345031,2,51000,1300,3,2,3,3,1,R,R,R,R,R,R,R,R
1408237,4,201408,1,14.421052632,0.955345031,1,27600,784,1,9,9,9,9,R,R,R,R,9,9,9,9
1408238,3,201408,1,41.378571429,0.955345031,1,42000,1280,3,9,9,9,9,R,R,R,R,9,9,9,9
1408239,5,201408,3,13.792857143,1.030744761,2,175500,1908,3,2,3,1,9,R,R,R,R,R,R,R,R
1408240,4,201408,2,7.210526316,1.030744761,2,106700,1512,3,2,3,1,9,R,R,R,R,R,R,R,R
1408241,4,201408,2,7.210526316,1.030744761,2,79300,1188,3,2,3,1,9,R,R,R,R,R,R,R,R
1408242,2,201408,1,11.127272727,0.955345031,2,43000,1040,3,1,1,3,1,I,I,I,I,I,I,I,I
1408243,4,201408,1,14.421052632,0.955345031,2,45200,1088,3,2,3,1,9,I,I,I,I,I,I,I,R
1408244,2,201408,2,5.563636364,1.030744761,2,57200,1792,3,3,3,2,1,R,R,R,R,R,R,R,R
1408245,4,201408,1,14.421052632,0.955345031,2,49000,1088,3,2,1,3,1,R,R,R,R,R,R,R,R
1408246,3,201408,2,20.689285714,1.030744761,2,50000,2128,3,2,3,1,9,R,R,I,I,I,I,I,R
1408247,1,201408,2,6.025,1.030744761,1,100000,2000,3,9,9,9,9,I,I,I,I,9,9,9,9
1408248,3,201408,2,20.689285714,1.030744761,2,54200,1000,1,2,3,1,9,R,R,R,R,R,R,R,R
1408249,1,201408,2,6.025,1.030744761,2,41500,1120,3,2,3,1,9,R,R,R,R,R,R,R,R
1408250,4,201408,2,7.210526316,1.030744761,1,65000,1056,3,9,9,9,9,R,R,R,R,9,9,9,9
1408251,4,201408,1,14.421052632,0.955345031,2,45200,1088,3,2,3,3,1,I,I,I,I,I,I,I,I
1408252,1,201408,2,6.025,1.030744761,1,70000,1456,3,9,9,9,9,R,R,R,R,9,9,9,9
1408253,3,201408,1,41.378571429,0.955345031,1,39400,960,1,9,9,9,9,I,I,I,I,9,9,9,9
1408254,5,201408,3,13.792857143,1.030744761,1,108000,2050,3,9,9,9,9,R,R,R,R,9,9,9,9
1408255,2,201408,1,11.127272727,0.955345031,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1408256,3,201408,1,41.378571429,0.955345031,2,66600,1344,3,2,1,1,9,R,R,R,R,R,R,R,R
1408257,2,201408,2,5.563636364,1.030744761,1,69000,1456,3,9,9,9,9,R,R,R,R,9,9,9,9
1408258,4,201408,1,11.127272727,0.955345031,2,45200,1088,3,2,3,1,9,I,I,I,I,I,I,I,R
1408259,1,201408,2,6.025,1.030744761,2,87100,1624,3,2,3,1,9,R,R,R,R,R,R,R,R
1408260,1,201408,2,6.025,1.030744761,2,228600,1848,3,3,1,1,9,R,R,R,R,R,R,R,R
1408261,3,201408,1,41.378571429,0.955345031,2,47700,1500,3,2,3,3,1,R,R,R,R,R,R,R,R
1408262,3,201408,2,20.689285714,1.030744761,1,105900,2304,3,9,9,9,9,R,R,R,R,9,9,9,9
1408263,1,201408,2,6.025,1.030744761,2,81000,1792,3,2,3,1,9,R,R,R,R,R,R,R,R
1408264,3,201408,2,20.689285714,1.030744761,2,80000,2112,3,2,1,3,1,R,R,R,R,R,R,R,R
1408265,2,201408,1,11.127272727,0.955345031,2,38000,700,1,2,3,3,1,R,R,R,R,R,R,R,R
1408266,1,201408,2,6.025,1.030744761,2,41500,1000,3,2,3,2,1,R,R,R,R,R,R,R,R
1408267,4,201408,2,7.210526316,1.030744761,2,108900,1456,1,2,1,3,1,R,R,R,R,R,R,R,R
1408268,2,201408,2,5.563636364,1.030744761,2,79000,1456,3,2,1,2,1,I,I,I,I,I,I,I,I
1408269,4,201408,1,14.421052632,0.955345031,2,84200,1152,3,2,1,2,1,R,R,R,R,R,R,R,R
1408270,3,201408,1,41.378571429,0.955345031,1,51000,1216,3,9,9,9,9,I,I,I,I,9,9,9,9
1408271,3,201408,2,20.689285714,1.030744761,1,90000,2112,3,9,9,9,9,R,R,R,R,9,9,9,9
1408272,4,201408,2,7.210526316,1.030744761,2,75200,1512,3,2,3,1,9,R,R,R,R,R,R,R,R
1408273,5,201408,3,3.605263158,1.030744761,2,110900,2160,3,1,1,3,1,I,I,I,I,I,I,I,I
1408274,4,201408,2,7.210526316,1.030744761,2,89400,1232,1,2,1,3,1,R,R,R,R,R,R,R,R
1408275,3,201408,1,41.378571429,0.955345031,2,43600,1280,3,2,3,2,1,R,R,R,R,R,R,R,R
1408276,2,201408,1,11.127272727,0.955345031,2,41400,1005,3,2,1,1,9,I,I,I,I,I,I,I,R
1408277,3,201408,2,20.689285714,1.030744761,1,69900,1792,3,9,9,9,9,R,R,R,R,9,9,9,9
1408278,4,201408,2,7.210526316,1.030744761,2,75000,1248,3,2,1,3,1,R,R,R,R,R,R,R,R
1408279,3,201408,2,20.689285714,1.030744761,2,71600,2016,3,2,1,2,1,R,R,R,R,R,R,R,R
1408280,2,201408,2,5.563636364,1.030744761,2,143000,2400,3,2,3,1,9,R,I,R,R,R,R,R,R
1408281,2,201408,1,11.127272727,0.955345031,2,41400,1005,3,1,1,1,9,I,I,I,I,I,I,I,R
1408282,3,201408,1,41.378571429,0.955345031,1,41400,1280,3,9,9,9,9,R,R,R,R,9,9,9,9
1408283,1,201408,2,6.025,1.030744761,1,71000,1120,1,9,9,9,9,R,R,R,R,9,9,9,9
1408284,4,201408,2,7.210526316,1.030744761,2,115700,1550,3,2,1,2,1,R,R,R,R,R,R,R,R
1408285,3,201408,2,20.689285714,1.030744761,2,103800,2500,3,2,3,3,1,R,R,R,R,R,R,R,R
1408286,4,201408,1,14.421052632,0.955345031,2,45200,1088,3,1,3,1,9,I,I,I,I,I,I,I,R
1408287,3,201408,2,20.689285714,1.030744761,2,100000,1920,3,2,3,2,1,I,I,I,I,I,I,I,I
1408288,1,201408,2,6.025,1.030744761,2,62700,1568,3,2,3,2,1,R,R,R,R,R,R,R,R
1408289,4,201408,2,7.210526316,1.030744761,1,60800,1056,3,9,9,9,9,R,I,I,I,9,9,9,9
1408290,1,201408,2,6.025,1.030744761,1,228600,1664,1,9,9,9,9,R,R,R,R,9,9,9,9
1408291,3,201408,2,20.689285714,1.030744761,1,74800,2500,3,9,9,9,9,R,R,R,R,9,9,9,9
